const,log_Payload (kg),log_Launch Cost ($M),log_Price ($/kg),log_Funding_num,Country_Grouped_France,Country_Grouped_India,Country_Grouped_Other,Country_Grouped_United Kingdom,Country_Grouped_United States,LC_Heavy,LC_Medium,LC_Small,LC_Tourism,OA_LEO,TT_Balloon,TT_Other,TT_Plane,TT_Spaceplane,Funding_Missing,SFR
1.0,7.208600337960199,0.0,0.0,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
1.0,5.707110264748875,1.9459101490553132,9.90353755128617,2.697663108215723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
1.0,8.77971129020447,0.0,0.0,5.152713392689245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
1.0,5.017279836814924,0.0,0.0,2.697663108215723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,6.90875477931522,2.302585092994046,9.105090961257085,2.302585092994046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
1.0,8.517393171418904,3.828641396489095,9.105090961257085,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
1.0,10.12667110305036,1.62924053973028,5.10594547390058,0.06765864847381481,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1.0,7.208600337960199,2.5649493574615367,9.09268232850795,6.042632833682381,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
1.0,3.9318256327243257,0.22314355131420976,8.517393171418904,2.697663108215723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
1.0,0.0,0.0,0.0,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,11.05881093278828,3.367295829986474,6.091309882077698,2.697663108215723,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
1.0,3.9318256327243257,0.0,8.412054873292933,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
1.0,6.90875477931522,2.1972245773362196,8.987321812850125,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,6.523562306149512,0.0,0.0,2.697663108215723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,5.707110264748875,1.599387576580599,9.485544922916851,2.697663108215723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0
1.0,4.189654742026425,1.0986122886681096,10.334295468316087,2.698673039289613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
1.0,3.9318256327243257,0.0,0.0,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,5.017279836814924,0.0,10.12667110305036,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
1.0,8.006700845440367,0.0,6.90875477931522,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,3.4657359027997265,0.5596157879354227,10.434145214930487,0.4054651081081644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1.0,5.017279836814924,1.3862943611198906,9.90353755128617,2.697663108215723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
1.0,5.8888779583328805,0.9162907318741551,8.335191583433202,2.697663108215723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
1.0,3.258096538021482,0.6931471805599453,10.596659732783579,0.04879016416943201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1.0,4.61512051684126,0.09531017980432487,6.90875477931522,2.772588722239781,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1.0,1.791759469228055,0.22314355131420976,10.819798284210286,2.697663108215723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
1.0,6.2166061010848646,0.0,7.601402334583733,2.697663108215723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,8.517393171418904,0.0,0.0,7.244941546337007,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0
1.0,2.3978952727983707,0.6931471805599453,11.51293546492023,2.697663108215723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0
